question_id,category,question,golden_answer,source_document,chunk_id,similarity_score,confidence_score,keywords_used,coverage_status,reason_if_missing,missing_topic,possible_document_required
190,General,How far is CSJMU campus from Kanpur Central Railway Station?,Facilities at Csjmu Campus- 1) ICT enabled Classroms 2) State of the art Laborateries 3) Central Library 4) Hostel for boys and girls 5) Sports facilities 6) Auditorium 7) Swimming Pool 8) Health Centre 9)Multi-purpose Hall  Csjmu Student Hobby Club- 1) Cultural Club 2) Fitness Club 3) Gardening Clu...,facilities_at_csjm.txt,chunk_0,0.55,0.5,"['far', 'campus', 'central', 'railway', 'station']",Partial,Document provides partial context but lacks complete answer details.,General Details,csjmu_general_extended_info.pdf
191,General,How far is CSJMU campus from Kanpur Airport?,"ABOUT CHHATRAPATI SHAHU JI MAHARAJ UNIVERSITY (CSJMU) :- Chhatrapati Shahu Ji Maharaj (CSJM) University, situated in Kanpur, Uttar Pradesh, shines as a symbol of excellence in the higher education landscape of India. Accredited with the highest NAAC grade of A++, it is recognized as one of the most ...",about_csjm.txt,chunk_0,0.55,0.5,"['far', 'campus', 'airport']",Partial,Document provides partial context but lacks complete answer details.,General Details,csjmu_general_extended_info.pdf
192,General,What city public transport options connect to CSJMU?,Information is not available in the current CSJMU/UIET knowledge base documents.,N/A,N/A,0.15,0.1,"['city', 'public', 'transport', 'options', 'connect']",Missing,No document in the knowledge base addresses this specific question regarding General.,General Information,csjmu_general_handbook.pdf
193,Admissions,What is the last date to apply for CSJMU admission?,GUIDELINES FOR ADMISSION TO UNIVERSITY CAMPUS/AFFILIATED COLLEGES  1. The detailed information of the admission procedure will be displayed on the University website (www.csjmu.ac.in). Candidates are advised to check the University website regularly for updates.   2. All admissions to different programmes running in the University campus or affiliated colleges of CSJM University will be made through the Admission Portal available on the Universit...,guidelines_for_admission.txt,chunk_0,0.86,0.88,"['last', 'date', 'apply', 'admission']",Covered,,,
194,Admissions,Is there an entrance exam conducted by CSJMU for non-JEE courses?,"5. For admission to programmes based on Entrance Examination, a separate Admission Portal will be available on the CSJM University website. (check Flowsheet for details of the registration and application process for programmes with Entrance Examination)",guidelines_for_admission.txt,chunk_6,0.55,0.5,"['there', 'entrance', 'exam', 'conducted', 'non-jee', 'courses']",Partial,Document provides partial context but lacks complete answer details.,Admissions Details,csjmu_admissions_extended_info.pdf
195,Admissions,What is the counselling process for UIET admission?,GUIDELINES FOR ADMISSION TO UNIVERSITY CAMPUS/AFFILIATED COLLEGES  1. The detailed information of the admission procedure will be displayed on the University website (www.csjmu.ac.in). Candidates are advised to check the University website regularly for updates.   2. All admissions to different programmes running in the University campus or affiliated colleges of CSJM University will be made through the Admission Portal available on the Universit...,guidelines_for_admission.txt,chunk_0,0.95,0.95,"['counselling', 'process', 'admission']",Covered,,,
196,Admissions,Can candidates from outside Uttar Pradesh apply for admissions?,11. The benefit of reservation will be permissible only to Scheduled Castes/ Scheduled Tribes/Other Backward Classes and EWS candidates originally belonging to Uttar Pradesh. Scheduled Castes/ Scheduled Tribes/Other Backward Classes and EWS candidates of other states will be treated as general category.,guidelines_for_admission.txt,chunk_12,0.77,0.8,"['candidates', 'outside', 'uttar', 'pradesh', 'apply', 'admissions']",Covered,,,
197,Admissions,What is the refund policy if a candidate cancels admission?,"18. If any candidate gets admission on the basis of false information /improper means or on the basis of false marksheet/certificates, his/her admission will be cancelled with immediate effect.",guidelines_for_admission.txt,chunk_19,0.55,0.5,"['refund', 'policy', 'candidate', 'cancels', 'admission']",Partial,Document provides partial context but lacks complete answer details.,Admissions Details,csjmu_admissions_extended_info.pdf
198,Eligibility,Can diploma holders apply for direct admission into 2nd year B.Tech?,"B.Tech. in Electronics and Communication Engineering (Lateral Entry) (AICTE Approved) is a programme offered by CSJMU. The duration of the course is 3 Years. It has As per AICTE Norms seats available. The eligibility criteria is Passed 3-year Diploma from Institution recognized by UPBTE in any branch of Engg / 3-year BSc with Mathematics as a subject in 10+2. The annual fee is Rs. 90,200. The admission process is Through CSJMU Admission Portal fo...",course_eligibility.json,chunk_8,0.82,0.84,"['diploma', 'holders', 'apply', 'direct', 'admission', '2nd', 'year', 'b.tech']",Covered,,,
199,Eligibility,What stream in 12th is required for B.Sc Agriculture?,"M.Sc. Ag. (Agronomy) is a programme offered by CSJMU. The duration of the course is 2 Years. It has 30 seats available. The eligibility criteria is B.Sc. (Hons.) Agriculture / B.Sc. Agriculture. The annual fee is Rs. 51,200. The admission process is Merit Based.",course_eligibility.json,chunk_143,0.55,0.5,"['stream', '12th', 'required', 'b.sc', 'agriculture']",Partial,Document provides partial context but lacks complete answer details.,Eligibility Details,csjmu_eligibility_extended_info.pdf
200,Eligibility,Is Mathematics compulsory in 12th for BCA admission?,"B.Sc. (Hons.) Physics / B.Sc. (Hons.) Chemistry / B.Sc. (Hons.) Mathematics is a programme offered by CSJMU. The duration of the course is 3 Years. It has 30 / 30 / 40 seats available. The eligibility criteria is Passed 12th class Examination with Physics, Chemistry, Mathematics. The annual fee is Rs. 34,400. The admission process is Direct Merit based.",course_eligibility.json,chunk_24,0.81,0.83,"['mathematics', 'compulsory', '12th', 'bca', 'admission']",Covered,,,
201,Eligibility,Is Biology required in 12th for B.Pharm admission?,"B.Sc. (Combination) / B.Sc. Honours / B.Sc. Honours with Research is a programme offered by CSJMU. The duration of the course is 3 Years / 4 Years. It has 150 seats available. The eligibility criteria is Passed 12th class Examination with Physics, Chemistry, Mathematics or Physics, Chemistry, Biology. The annual fee is Rs. 25,400. The admission process is Direct Merit based.",course_eligibility.json,chunk_25,0.81,0.83,"['biology', 'required', '12th', 'b.pharm', 'admission']",Covered,,,
202,Eligibility,Can Arts or Commerce stream students apply for BA LLB?,"B.A. (Journalism and Mass Communication) is a programme offered by CSJMU. The duration of the course is 3 Years. It has 50 seats available. The eligibility criteria is 10+2 pass in Science/Arts/Commerce stream. The annual fee is Rs. 31,200. The admission process is Direct.",course_eligibility.json,chunk_129,0.77,0.8,"['arts', 'commerce', 'stream', 'students', 'apply', 'llb']",Covered,,,
203,Faculty,How many faculty members are there in UIET Kanpur?,"MESSAGE FROM THE DIRECTOR :- On behalf of the faculty members and staff, it is my pleasure to welcome you to the University Institute of Engineering and Technology (UIET), a constituent institute of Chhatrapati Shahu Ji Maharaj University, Kanpur. UIET was established in under the visionary leadership of the then Vice.Chancellor, Prof. S.S. Katiyar. The institute began with four engineering branches and an initial intake of 240 students. Today, i...",dignities_messages.txt,chunk_6,0.77,0.8,"['many', 'faculty', 'members', 'there']",Covered,,,
204,Faculty,Do faculty members in UIET hold Ph.D. degrees from IITs/NITs?,Information is not available in the current CSJMU/UIET knowledge base documents.,N/A,N/A,0.15,0.1,"['faculty', 'members', 'hold', 'ph.d', 'degrees', 'iits', 'nits']",Missing,No document in the knowledge base addresses this specific question regarding Faculty.,Faculty Information,csjmu_faculty_handbook.pdf
205,Faculty,What research areas are pursued by CSE faculty?,"Department of Computer Science & Engineering (CSE) was established in 1996. Established in 1996 with the inception of the Institute, the department has evolved into a dynamic center for teaching, research, and innovation, significantly expanding its infrastructure, laboratory facilities, and academic offerings in line with emerging technological trends. The key highlights of the department are Not Available. The department specializes in Not Avai...",departments_of_uiet.json,chunk_0,0.81,0.83,"['research', 'areas', 'pursued', 'cse', 'faculty']",Covered,,,
206,Faculty,What research areas are pursued by ECE faculty?,"Er. Anand Kumar Gupta sir is professor in the Electronics and Communication Engineering (ECE) department Er. Anand Kumar Gupta is an Assistant Professor in the Department of Electronics and Communication Engineering at CSJM University, Kanpur. He holds an M.Tech in Microelectronics and a B.E. in Electronics. His academic and teaching work focuses on core areas of electronics and communication engineering. He is actively involved in teaching, rese...",uiet_teachers.json,chunk_20,0.81,0.83,"['research', 'areas', 'pursued', 'ece', 'faculty']",Covered,,,
207,Faculty,What research areas are pursued by Chemical Engineering faculty?,"Er. Vaibhav Saxena sir is professor in the Chemical Engineering (CHE) department Er. Vaibhav Saxena is an Assistant Professor in the Department of Chemical Engineering at CSJM University, Kanpur. He holds a dual degree (B.Tech and M.Tech) in Chemical Engineering from IIT Kharagpur. His research interests include Thermodynamics and Chemical Technology. He is actively involved in teaching and academic activities in core areas of chemical engineerin...",uiet_teachers.json,chunk_47,0.83,0.85,"['research', 'areas', 'pursued', 'chemical', 'engineering', 'faculty']",Covered,,,
208,Hostel,Is anti-ragging affidavit mandatory during hostel admission?,"CSJMU hostel facilities overview: Hostel Information


CSJM University, Kanpur provides six on-campus hostels with a total capacity of 1114 students, including two boys’ hostels (Shivaji – 400 seats and Swarn Jayanti – 200 seats) and four girls’ hostels (Ganga – 72 seats, Triveni – 108 seats, Saraswati – 218 seats, and Kaveri – 116 seats). Rooms are available in two-seater and thre...",hostel.txt,chunk_1,0.82,0.86,"['anti-ragging', 'affidavit', 'mandatory', 'hostel', 'admission']",Covered,,,
209,Hostel,What emergency medical assistance is available for hostel residents?,"CSJMU hostel facilities overview: Hostel Information


CSJM University, Kanpur provides six on-campus hostels with a total capacity of 1114 students, including two boys’ hostels (Shivaji – 400 seats and Swarn Jayanti – 200 seats) and four girls’ hostels (Ganga – 72 seats, Triveni – 108 seats, Saraswati – 218 seats, and Kaveri – 116 seats). Rooms are available in two-seater and thre...",hostel.txt,chunk_1,0.82,0.86,"['emergency', 'medical', 'assistance', 'available', 'hostel', 'residents']",Covered,,,
210,Hostel,Can students bring private vehicles/motorcycles into hostels?,"CSJMU hostel facilities overview: Hostel Information


CSJM University, Kanpur provides six on-campus hostels with a total capacity of 1114 students, including two boys’ hostels (Shivaji – 400 seats and Swarn Jayanti – 200 seats) and four girls’ hostels (Ganga – 72 seats, Triveni – 108 seats, Saraswati – 218 seats, and Kaveri – 116 seats). Rooms are available in two-seater and thre...",hostel.txt,chunk_1,0.82,0.86,"['students', 'bring', 'private', 'vehicles', 'motorcycles', 'hostels']",Covered,,,
211,Placements,What is the placement percentage for UIET students?,"Placement Cell details: Chhatrapati Shahuji Maharaj University Placement Cell Overview
General Information:
A++ NAAC accredited
QS World University Rankings recognition


Campus Recruitment 2023-24:
Campus Drives: 84+
Number of Selections: 419+ (Campus / off Campus & Virtual Drive)


Campus Recruitment 2024-25 (Ongoing):
C...",placements.txt,chunk_1,0.78,0.82,"['placement', 'percentage', 'students']",Covered,,,
212,Placements,"Do IT companies like TCS, Infosys, or Wipro recruit from UIET?","Career Opportunities and Recruiters by Department of UIET :-  a) Computer Science & Engineering (CSE and CSE-AI): Graduates of the department are working in top ranked international and national companies like IBM, SAP, CISCO, Samsung, Infosys, Accenture, Swiggy, Big Basket etc. b) Electronics & Communication Engineering (ECE): Graduates from the department can find employment as Network Engineers, Voice Engineers, Server Administrators, Wireless...",placements.txt,chunk_6,0.89,0.9,"['companies', 'like', 'tcs', 'infosys', 'wipro', 'recruit']",Covered,,,
213,Placements,Are core engineering companies visiting for Mechanical and Chemical departments?,"Career Opportunities and Recruiters by Department of UIET :-  a) Computer Science & Engineering (CSE and CSE-AI): Graduates of the department are working in top ranked international and national companies like IBM, SAP, CISCO, Samsung, Infosys, Accenture, Swiggy, Big Basket etc. b) Electronics & Communication Engineering (ECE): Graduates from the department can find employment as Network Engineers, Voice Engineers, Server Administrators, Wireless...",placements.txt,chunk_6,0.8,0.82,"['core', 'engineering', 'companies', 'visiting', 'mechanical', 'chemical', 'departments']",Covered,,,
214,Facilities,Does CSJMU have an online library portal?,Facilities at Csjmu Campus- 1) ICT enabled Classroms 2) State of the art Laborateries 3) Central Library 4) Hostel for boys and girls 5) Sports facilities 6) Auditorium 7) Swimming Pool 8) Health Centre 9)Multi-purpose Hall,facilities_at_csjm.txt,chunk_1,0.55,0.5,"['online', 'library', 'portal']",Partial,Document provides partial context but lacks complete answer details.,Facilities Details,csjmu_facilities_extended_info.pdf
215,Facilities,Is INFLIBNET and Shodhganga accessible from the university library?,"ABOUT CHHATRAPATI SHAHU JI MAHARAJ UNIVERSITY (CSJMU) :- Chhatrapati Shahu Ji Maharaj (CSJM) University, situated in Kanpur, Uttar Pradesh, shines as a symbol of excellence in the higher education landscape of India. Accredited with the highest NAAC grade of A++, it is recognized as one of the most ...",about_csjm.txt,chunk_0,0.55,0.5,"['inflibnet', 'shodhganga', 'accessible', 'library']",Partial,Document provides partial context but lacks complete answer details.,Facilities Details,csjmu_facilities_extended_info.pdf
216,Facilities,What are the timings of the Central Library?,Facilities at Csjmu Campus- 1) ICT enabled Classroms 2) State of the art Laborateries 3) Central Library 4) Hostel for boys and girls 5) Sports facilities 6) Auditorium 7) Swimming Pool 8) Health Centre 9)Multi-purpose Hall  Csjmu Student Hobby Club- 1) Cultural Club 2) Fitness Club 3) Gardening Club 4) Photography Club 5) Literary Club 6) Robots and Drone Club 7) Cooking Club 8) Coding Club  Note: 10% supernumerary seats are available in all pro...,facilities_at_csjm.txt,chunk_0,0.83,0.85,"['timings', 'central', 'library']",Covered,,,
217,Facilities,Does CSJMU have a gym or fitness center?,Facilities at Csjmu Campus- 1) ICT enabled Classroms 2) State of the art Laborateries 3) Central Library 4) Hostel for boys and girls 5) Sports facilities 6) Auditorium 7) Swimming Pool 8) Health Centre 9)Multi-purpose Hall  Csjmu Student Hobby Club- 1) Cultural Club 2) Fitness Club 3) Gardening Club 4) Photography Club 5) Literary Club 6) Robots and Drone Club 7) Cooking Club 8) Coding Club  Note: 10% supernumerary seats are available in all pro...,facilities_at_csjm.txt,chunk_0,0.95,0.95,"['gym', 'fitness', 'center']",Covered,,,
218,Facilities,Where is the swimming pool located on campus?,Facilities at Csjmu Campus- 1) ICT enabled Classroms 2) State of the art Laborateries 3) Central Library 4) Hostel for boys and girls 5) Sports facilities 6) Auditorium 7) Swimming Pool 8) Health Centre 9)Multi-purpose Hall  Csjmu Student Hobby Club- 1) Cultural Club 2) Fitness Club 3) Gardening Club 4) Photography Club 5) Literary Club 6) Robots and Drone Club 7) Cooking Club 8) Coding Club  Note: 10% supernumerary seats are available in all pro...,facilities_at_csjm.txt,chunk_0,0.95,0.95,"['swimming', 'pool', 'located', 'campus']",Covered,,,
219,Syllabus_Labs,Does UIET follow AICTE model curriculum?,Information is not available in the current CSJMU/UIET knowledge base documents.,N/A,N/A,0.15,0.1,"['follow', 'aicte', 'model', 'curriculum']",Missing,No document in the knowledge base addresses this specific question regarding Syllabus_Labs.,Syllabus_Labs Information,csjmu_syllabus_labs_handbook.pdf
220,Syllabus_Labs,Are open electives offered across different engineering departments?,(i) The candidate will select the faculty/programme along with campus/college in which admission is sought (Science/Arts/Commerce/ Agriculture/Management etc.).  (ii) The candidate while applying at the admission portal has the maximum permissible limit of choosing 3 programmes in a maximum of 10 de...,guidelines_for_admission.txt,chunk_5,0.55,0.5,"['open', 'electives', 'offered', 'across', 'different', 'engineering', 'departments']",Partial,Document provides partial context but lacks complete answer details.,Syllabus_Labs Details,csjmu_syllabus_labs_extended_info.pdf
221,Syllabus_Labs,Is major project work required in the 8th semester of B.Tech?,"7) Syllabus of BCA (Bachelor of Computer Application):- First semester subjects of BCA :- Computer Fundamentals & Problem Solving Techniques, C Programming, Principle of Management, Business Communication, Mathematics-I, Computer Laboratory and Practical Work of Office Automation, Computer Laboratory and Practical Work of C Programming Second semester subjects of BCA :- Object Oriented Programming Using C++, Internet Technology and Web Design, Or...",syllabus_and_lab_of_uiet.txt,chunk_7,0.8,0.82,"['major', 'project', 'work', 'required', '8th', 'semester', 'b.tech']",Covered,,,
222,Syllabus_Labs,What software tools are installed in the Mechanical CAD/CAM lab?,"UIET Department Syllabus & Lab info: 1) Syllabus of CSE (Computer Science and Engineering) :-
First semester subjects of CSE :- Mathematics-I, Physics-I, Engineering Drawing, Programming in C & Unix, Communicative English, Universal Human Values-I (SIP)
Second semester subjects of CSE :- Mathematics-II, Physics-II, Chemistry-I, Basic Electrical & Electronics Engg., Workshop Concepts
T...",syllabus_and_lab_of_uiet.txt,chunk_1,0.85,0.88,"['software', 'tools', 'installed', 'mechanical', 'cad', 'cam', 'lab']",Covered,,,
223,Syllabus_Labs,What EDA tools are available in the ECE VLSI lab?,"UIET Department Syllabus & Lab info: 1) Syllabus of CSE (Computer Science and Engineering) :-
First semester subjects of CSE :- Mathematics-I, Physics-I, Engineering Drawing, Programming in C & Unix, Communicative English, Universal Human Values-I (SIP)
Second semester subjects of CSE :- Mathematics-II, Physics-II, Chemistry-I, Basic Electrical & Electronics Engg., Workshop Concepts
T...",syllabus_and_lab_of_uiet.txt,chunk_1,0.85,0.88,"['eda', 'tools', 'available', 'ece', 'vlsi', 'lab']",Covered,,,
224,Fees,Can fees be paid online through the CSJMU portal?,2. All admissions to different programmes running in the University campus or affiliated colleges of CSJM University will be made through the Admission Portal available on the University website.,guidelines_for_admission.txt,chunk_2,0.55,0.5,"['fees', 'paid', 'online', 'portal']",Partial,Document provides partial context but lacks complete answer details.,Fees Details,csjmu_fees_extended_info.pdf
225,Fees,Is installment facility allowed for tuition fee payment?,"Hostel fees and mess fees are applicable separately, and payments once made are generally non-refundable website for more information: https://csjmu.ac.in/facilities/hostels/",hostel.txt,chunk_13,0.55,0.5,"['installment', 'facility', 'allowed', 'tuition', 'fee', 'payment']",Partial,Document provides partial context but lacks complete answer details.,Fees Details,csjmu_fees_extended_info.pdf
226,General,What official website URL does CSJMU use?,GUIDELINES FOR ADMISSION TO UNIVERSITY CAMPUS/AFFILIATED COLLEGES  1. The detailed information of the admission procedure will be displayed on the University website (www.csjmu.ac.in). Candidates are advised to check the University website regularly for updates.,guidelines_for_admission.txt,chunk_1,0.55,0.5,"['official', 'website', 'url', 'use']",Partial,Document provides partial context but lacks complete answer details.,General Details,csjmu_general_extended_info.pdf
227,General,What is the official email address for general inquiries?,Information is not available in the current CSJMU/UIET knowledge base documents.,N/A,N/A,0.15,0.1,"['official', 'email', 'address', 'general', 'inquiries']",Missing,No document in the knowledge base addresses this specific question regarding General.,General Information,csjmu_general_handbook.pdf
228,General,What is the official postal address of CSJMU?,Aligarh Muslim University is one of the approved boards accepted by CSJMU. Its address is Aligarh.,approved_boards.json,chunk_1,0.55,0.5,"['official', 'postal', 'address']",Partial,Document provides partial context but lacks complete answer details.,General Details,csjmu_general_extended_info.pdf
229,General,What cultural events and annual festivals are celebrated at CSJMU?,Information is not available in the current CSJMU/UIET knowledge base documents.,N/A,N/A,0.15,0.1,"['cultural', 'events', 'annual', 'festivals', 'celebrated']",Missing,No document in the knowledge base addresses this specific question regarding General.,General Information,csjmu_general_handbook.pdf
230,General,Does CSJMU host inter-university sports tournaments?,Facilities at Csjmu Campus- 1) ICT enabled Classroms 2) State of the art Laborateries 3) Central Library 4) Hostel for boys and girls 5) Sports facilities 6) Auditorium 7) Swimming Pool 8) Health Centre 9)Multi-purpose Hall,facilities_at_csjm.txt,chunk_1,0.77,0.8,"['host', 'inter-university', 'sports', 'tournaments']",Covered,,,
231,Admissions,What is the eligibility for Certificate courses?,"Certificate Course (Photography) is a programme offered by CSJMU. The duration of the course is 1 Year. It has 15 seats available. The eligibility criteria is Passed 10th class examination. The annual fee is Rs. 25,200. The admission process is Merit Based.",course_eligibility.json,chunk_97,0.83,0.85,"['eligibility', 'certificate', 'courses']",Covered,,,
232,Admissions,What is the procedure for verification of educational marksheets?,Information is not available in the current CSJMU/UIET knowledge base documents.,N/A,N/A,0.15,0.1,"['procedure', 'verification', 'educational', 'marksheets']",Missing,No document in the knowledge base addresses this specific question regarding Admissions.,Admissions Information,csjmu_admissions_handbook.pdf
233,Admissions,Can students apply for multiple programs simultaneously?,(i) The candidate will select the faculty/programme along with campus/college in which admission is sought (Science/Arts/Commerce/ Agriculture/Management etc.).  (ii) The candidate while applying at the admission portal has the maximum permissible limit of choosing 3 programmes in a maximum of 10 de...,guidelines_for_admission.txt,chunk_5,0.55,0.5,"['students', 'apply', 'multiple', 'programs', 'simultaneously']",Partial,Document provides partial context but lacks complete answer details.,Admissions Details,csjmu_admissions_extended_info.pdf
234,Eligibility,What is the minimum age limit for undergraduate admissions?,"(i) The candidate will select the faculty/programme along with campus/college in which admission is sought (Science/Arts/Commerce/ Agriculture/Management etc.).  (ii) The candidate while applying at the admission portal has the maximum permissible limit of choosing 3 programmes in a maximum of 10 departments/colleges.  (iii) Based on the registrations to different programmes, the admission process will be completed by the respective institutes/de...",guidelines_for_admission.txt,chunk_5,0.81,0.83,"['minimum', 'age', 'limit', 'undergraduate', 'admissions']",Covered,,,
235,Eligibility,Is there any relaxation in marks for reserved category candidates?,11. The benefit of reservation will be permissible only to Scheduled Castes/ Scheduled Tribes/Other Backward Classes and EWS candidates originally belonging to Uttar Pradesh. Scheduled Castes/ Scheduled Tribes/Other Backward Classes and EWS candidates of other states will be treated as general categ...,guidelines_for_admission.txt,chunk_12,0.55,0.5,"['there', 'any', 'relaxation', 'marks', 'reserved', 'category', 'candidates']",Partial,Document provides partial context but lacks complete answer details.,Eligibility Details,csjmu_eligibility_extended_info.pdf
236,Faculty,How can a student contact their subject teacher or HOD?,"Dr. Abhishek Kumar Chandra holds the position of Head of department(hod) of Chemical Engineering(CE) at CSJMU. Contact: email abhishekchandra@csjmu.ac.in, mobile 9450326388. More info: https://csjmu.ac.in/all-faculty/dr-abhishek-kumar-chandra/s.",uiet_designation.json,chunk_8,0.55,0.5,"['student', 'contact', 'their', 'subject', 'teacher', 'hod']",Partial,Document provides partial context but lacks complete answer details.,Faculty Details,csjmu_faculty_extended_info.pdf
237,Hostel,What is the meal menu schedule in hostel mess?,"CSJMU hostel facilities overview: Hostel Information


CSJM University, Kanpur provides six on-campus hostels with a total capacity of 1114 students, including two boys’ hostels (Shivaji – 400 seats and Swarn Jayanti – 200 seats) and four girls’ hostels (Ganga – 72 seats, Triveni – 108 seats, Saraswati – 218 seats, and Kaveri – 116 seats). Rooms are available in two-seater and thre...",hostel.txt,chunk_1,0.82,0.86,"['meal', 'menu', 'schedule', 'hostel', 'mess']",Covered,,,
238,Hostel,Are single occupancy rooms available in hostels?,"CSJMU hostel facilities overview: Hostel Information


CSJM University, Kanpur provides six on-campus hostels with a total capacity of 1114 students, including two boys’ hostels (Shivaji – 400 seats and Swarn Jayanti – 200 seats) and four girls’ hostels (Ganga – 72 seats, Triveni – 108 seats, Saraswati – 218 seats, and Kaveri – 116 seats). Rooms are available in two-seater and thre...",hostel.txt,chunk_1,0.82,0.86,"['single', 'occupancy', 'rooms', 'available', 'hostels']",Covered,,,
239,Facilities,Is laundry service available inside student hostels?,"CSJMU hostel facilities overview: Hostel Information


CSJM University, Kanpur provides six on-campus hostels with a total capacity of 1114 students, including two boys’ hostels (Shivaji – 400 seats and Swarn Jayanti – 200 seats) and four girls’ hostels (Ganga – 72 seats, Triveni – 108 seats, Saraswati – 218 seats, and Kaveri – 116 seats). Rooms are available in two-seater and thre...",hostel.txt,chunk_1,0.82,0.86,"['laundry', 'service', 'available', 'inside', 'student', 'hostels']",Covered,,,
240,Facilities,Does the Health Centre have ambulance service for emergencies?,Facilities at Csjmu Campus- 1) ICT enabled Classroms 2) State of the art Laborateries 3) Central Library 4) Hostel for boys and girls 5) Sports facilities 6) Auditorium 7) Swimming Pool 8) Health Centre 9)Multi-purpose Hall  Csjmu Student Hobby Club- 1) Cultural Club 2) Fitness Club 3) Gardening Club 4) Photography Club 5) Literary Club 6) Robots and Drone Club 7) Cooking Club 8) Coding Club  Note: 10% supernumerary seats are available in all pro...,facilities_at_csjm.txt,chunk_0,0.88,0.89,"['health', 'centre', 'ambulance', 'service', 'emergencies']",Covered,,,
241,Syllabus_Labs,Are industrial visits organized for engineering students?,"ABOUT University Institute of Engineering and Technology (UIET) :- The School of Engineering and Technology (UIET) at Chhatrapati Shahu Ji Maharaj University, Kanpur, is dedicated to providing quality  technical education and fostering innovation, research, and professional excellence. The school of...",about_csjm.txt,chunk_3,0.55,0.5,"['industrial', 'visits', 'organized', 'engineering', 'students']",Partial,Document provides partial context but lacks complete answer details.,Syllabus_Labs Details,csjmu_syllabus_labs_extended_info.pdf
242,Syllabus_Labs,What programming languages are taught in CSE first year?,"1) Syllabus of CSE (Computer Science and Engineering) :- First semester subjects of CSE :- Mathematics-I, Physics-I, Engineering Drawing, Programming in C & Unix, Communicative English, Universal Human Values-I (SIP) Second semester subjects of CSE :- Mathematics-II, Physics-II, Chemistry-I, Basic Electrical & Electronics Engg., Workshop Concepts Third semester subjects of CSE :- Mathematics-III, Engineering Mechanics, Thermodynamics, Data Struct...",syllabus_and_lab_of_uiet.txt,chunk_0,0.77,0.8,"['programming', 'languages', 'taught', 'cse', 'first', 'year']",Covered,,,
243,Placements,What is the role of the Placement Officer at UIET?,"Placement Cell details: Chhatrapati Shahuji Maharaj University Placement Cell Overview
General Information:
A++ NAAC accredited
QS World University Rankings recognition


Campus Recruitment 2023-24:
Campus Drives: 84+
Number of Selections: 419+ (Campus / off Campus & Virtual Drive)


Campus Recruitment 2024-25 (Ongoing):
C...",placements.txt,chunk_1,0.78,0.82,"['role', 'placement', 'officer']",Covered,,,
244,Placements,Are mock interviews and soft skills workshops conducted for students?,Information is not available in the current CSJMU/UIET knowledge base documents.,N/A,N/A,0.15,0.1,"['mock', 'interviews', 'soft', 'skills', 'workshops', 'conducted', 'students']",Missing,No document in the knowledge base addresses this specific question regarding Placements.,Placements Information,csjmu_placements_handbook.pdf
245,Scholarships,What documents are required to claim UP scholarship fee waiver?,"No scholarship guidelines, UP government fee reimbursement rules, or financial assistance policies are present in the current knowledge base.",N/A,N/A,0.2,0.1,"['documents', 'required', 'claim', 'scholarship', 'fee', 'waiver']",Missing,"No document contains scholarship rules, eligibility criteria for financial aid, or application procedure.",Scholarship Guidelines & Concessions,csjmu_scholarship_policy.pdf
246,Innovation,How can students submit startup ideas to CSJMU Innovation Foundation?,"CSJMIF Overview  Fostering Innovation, Igniting Change CHHATRAPATI SHAHU JI MAHARAJ INNOVATION FOUNDATION SECTION 8 TECH BUSINESS INCUBATOR PROMOTED BY CSJM UNIVERSITY KANPUR Logo: CSJMIF  We provide hand holding and nurturing that can help start ups and entrepreneurs succeed in today's ever-changing world.  Key Metrics: Greater than 200 Events 39 Start Ups Greater than 10 Sectors Greater than 50 Cr Start Up Turn Over Greater than 150 Employed  P...",innovation_foundation.txt,chunk_0,0.77,0.8,"['students', 'submit', 'startup', 'ideas', 'innovation', 'foundation']",Covered,,,
247,Dignitaries,Who chairs the Executive Council of CSJMU?,"Council of Higher Secondary Education, Manipur is one of the approved boards accepted by CSJMU. Its address is Babupara, Imphal West.",approved_boards.json,chunk_29,0.55,0.5,"['chairs', 'executive', 'council']",Partial,Document provides partial context but lacks complete answer details.,Dignitaries Details,csjmu_dignitaries_extended_info.pdf
248,General,What NSS and NCC wings exist at CSJMU?,Facilities at Csjmu Campus- 1) ICT enabled Classroms 2) State of the art Laborateries 3) Central Library 4) Hostel for boys and girls 5) Sports facilities 6) Auditorium 7) Swimming Pool 8) Health Centre 9)Multi-purpose Hall  Csjmu Student Hobby Club- 1) Cultural Club 2) Fitness Club 3) Gardening Clu...,facilities_at_csjm.txt,chunk_0,0.55,0.5,"['nss', 'ncc', 'wings', 'exist']",Partial,Document provides partial context but lacks complete answer details.,General Details,csjmu_general_extended_info.pdf
249,General,Does CSJMU have an anti-sexual harassment cell / Internal Complaints Committee?,Information is not available in the current CSJMU/UIET knowledge base documents.,N/A,N/A,0.15,0.1,"['anti-sexual', 'harassment', 'cell', 'internal', 'complaints', 'committee']",Missing,No document in the knowledge base addresses this specific question regarding General.,General Information,csjmu_general_handbook.pdf
